00,00,00,38,24.2,88.5
00,01,00,38,24.2,88.6
00,02,00,28,24.2,88.6
00,03,00,36,24.2,88.2
00,04,00,35,24.1,88.5
00,05,00,37,24.1,88.6
00,06,00,30,24.1,88.6
00,07,00,37,24.1,88.6
00,08,00,18,24.2,88.7
00,09,00,28,24.2,88.4
00,10,00,27,24.2,88.6
00,11,00,32,24.1,88.8
00,12,00,24,24.1,88.9
00,13,00,34,24.1,88.7
00,14,00,37,24.1,88.6
00,15,00,34,24.1,88.9
00,16,00,34,24.1,88.9
00,17,00,23,24.1,89
00,18,00,27,24.1,89.2
00,19,00,30,24.1,88.9
00,20,00,41,24.2,88.7
00,21,00,24,24.1,88.9
00,22,00,31,24.1,88.9
00,23,00,44,24,88.9
00,24,00,40,24,89.2
00,25,00,34,24,89.2
00,26,00,32,24,89.1
00,27,00,43,24.1,88.9
00,28,00,31,24.1,89
00,29,00,23,24.1,89
00,30,00,33,24.1,88.9
00,31,00,28,24.1,88.6
00,32,00,30,24.1,89
00,33,00,51,24,88.8
00,34,00,53,24,89.1
00,35,00,20,24,88.9
00,36,00,23,23.9,89.2
00,37,00,26,23.9,89.3
00,38,00,24,23.9,89.5
00,39,00,32,23.8,89.8
00,40,00,37,23.9,89.8
00,41,00,21,23.9,89.5
00,42,00,34,24,89.5
00,43,00,42,24,89.5
00,44,00,23,24,89.2
00,45,00,24,24.1,88.9
00,46,00,8,24.1,88.9
00,47,00,30,24,89
00,48,00,40,24,89
00,49,00,22,24,88.9
00,50,00,35,24,88.9
00,51,00,26,24,89
00,52,00,24,24,89
00,53,00,22,24,89
00,54,00,36,24,88.9
00,55,00,19,24,88.9
00,56,00,47,24,89
00,57,00,29,24,89
00,58,00,39,23.9,89.2
00,59,00,34,23.9,89.3
01,00,00,32,23.9,89.4
01,01,00,29,24,89.2
01,02,00,35,24,89.3
01,03,00,28,23.9,89
01,04,00,16,23.9,89.5
01,05,00,32,23.9,89.3
01,06,00,20,23.9,89.4
01,07,00,22,23.9,89.4
01,08,00,23,23.9,89.5
01,09,00,36,23.9,89.5
01,10,00,39,23.9,89.3
01,11,00,28,23.9,89.4
01,12,00,26,23.9,89.3
01,13,00,53,23.9,89.4
01,14,00,42,23.9,89.2
01,15,00,23,24,89.2
01,16,00,54,24,89.2
01,17,00,26,24,89
01,18,00,39,23.9,88.9
01,19,00,23,23.9,89
01,20,00,33,23.9,88.9
01,21,00,42,23.9,88.8
01,22,00,35,23.9,89
01,23,00,17,23.9,88.9
01,24,00,38,23.9,89.1
01,25,00,27,23.9,89.1
01,26,00,34,23.8,89.2
01,27,00,27,23.8,89.2
01,28,00,38,23.8,89
01,29,00,35,23.8,89.2
01,30,00,25,23.9,89
01,31,00,24,23.9,89
01,32,00,33,23.9,89.1
01,33,00,27,24,89
01,34,00,21,24,88.9
01,35,00,40,24,88.9
01,36,00,44,23.9,88.8
01,37,00,34,23.8,89.2
01,38,00,33,23.8,89.2
01,39,00,48,23.8,89.5
01,40,00,25,23.8,89.5
01,41,00,23,23.8,89.6
01,42,00,31,23.8,89.5
01,43,00,31,23.8,89.5
01,44,00,29,23.8,89.6
01,46,00,31,23.9,89.6
01,47,00,27,23.9,89.5
01,49,00,23,23.9,89.4
01,50,00,36,23.9,89.2
01,51,00,39,23.9,89.1
01,52,00,54,23.9,89
01,53,00,29,23.8,89.3
01,54,00,54,23.8,89.5
01,55,00,35,23.8,89.5
01,56,00,25,23.8,89.6
01,57,00,20,23.9,89.3
01,58,00,45,23.9,89.5
01,59,00,18,23.9,89
02,00,00,12,23.9,89
02,01,00,19,23.9,89.2
02,02,00,33,23.9,89.2
02,03,00,24,23.8,89.2
02,04,00,34,23.8,89.1
02,05,00,20,23.8,89.3
02,06,00,24,23.9,89.3
02,07,00,19,23.9,89.5
02,08,00,31,23.9,89.6
02,09,00,34,23.8,89.3
02,10,00,32,23.9,89.5
02,11,00,34,23.9,89.1
02,12,00,33,23.8,89
02,13,00,26,23.8,89.4
02,14,00,22,23.8,89.2
02,15,00,36,23.8,89.4
02,16,00,29,23.8,89.6
02,17,00,26,23.8,89.5
02,18,00,26,23.8,89.7
02,19,00,29,23.8,89.5
02,20,00,41,23.9,89.5
02,21,00,28,23.9,89
02,22,00,63,23.9,89
02,23,00,29,23.8,89.1
02,24,00,33,23.7,89.3
02,25,00,27,23.7,89.3
02,26,00,28,23.7,89.4
02,27,00,31,23.7,89.3
02,28,00,27,23.7,89.3
02,29,00,41,23.8,89.2
02,30,00,29,23.8,89.1
02,31,00,35,23.7,89.3
02,32,00,30,23.7,89.2
02,33,00,24,23.7,89.1
02,34,00,32,23.7,89.1
02,35,00,41,23.7,89.2
02,36,00,31,23.6,89.5
02,37,00,57,23.7,89.2
02,38,00,45,23.7,89.2
02,39,00,34,23.7,89
02,40,00,33,23.6,89
02,41,00,20,23.6,89.3
02,42,00,25,23.6,89.2
02,43,00,5,23.6,89.4
02,44,00,30,23.6,89.3
02,45,00,34,23.6,89.3
02,46,00,34,23.6,89.2
02,47,00,26,23.6,89
02,48,00,37,23.6,88.8
02,49,00,46,23.6,88.8
02,50,00,28,23.6,88.8
02,51,00,21,23.6,88.7
02,52,00,32,23.6,88.9
02,53,00,27,23.5,89
02,54,00,43,23.5,89.5
02,55,00,34,23.5,89.7
02,56,00,47,23.6,89.2
02,57,00,25,23.6,89.2
02,58,00,37,23.6,89.1
02,59,00,28,23.5,89.2
03,00,00,26,23.4,89.2
03,01,00,27,23.4,89.2
03,02,00,31,23.4,89.1
03,03,00,28,23.5,88.9
